ticket_id,customer_id,ticket_date,issue_type,resolution_time_days,is_resolved
1415,9993,2025-07-16,Technical,3,1
1416,7104,2024-11-19,Content,3,1
1417,3261,2024-12-05,Content,5,1
1418,1009,2025-05-16,Content,4,1
1419,4765,2025-05-15,Account,7,1
1420,530,2025-05-02,Account,2,0
1421,9753,2024-10-17,Technical,5,0
1422,7192,2025-01-20,Account,5,1
1423,1420,2025-06-01,Account,6,1
1424,8007,2025-05-27,Billing,7,1
1425,1289,2025-01-12,Billing,4,1
1426,3889,2025-04-10,Technical,17,0
1427,8864,2025-05-30,Account,2,1
1428,8048,2024-08-22,Content,3,0
1429,4701,2024-10-20,Content,1,1
1430,1210,2024-08-28,Billing,2,1
1431,9788,2024-12-30,Account,19,1
1432,6239,2024-09-19,Technical,7,0
1433,5767,2025-08-12,Account,5,1
1434,3223,2024-09-06,Billing,4,1
1435,2041,2024-11-13,Technical,1,1
1436,7184,2025-07-03,Account,1,1
1437,6201,2025-07-29,Content,6,1
1438,3893,2025-01-11,Content,12,1
1439,3325,2025-06-23,Billing,10,1
1440,1878,2025-01-29,Technical,4,1
1441,6337,2025-02-26,Account,6,1
1442,811,2025-07-27,Technical,3,1
1443,7668,2025-03-15,Content,1,1
1444,3735,2025-07-16,Technical,18,1
1445,4232,2024-11-23,Account,1,1
1446,3248,2025-08-09,Billing,5,1
1447,8893,2024-12-10,Content,1,1
1448,1502,2024-12-10,Billing,5,0
1449,4930,2025-01-15,Billing,3,1
1450,8980,2025-06-15,Account,5,1
1451,7879,2025-03-10,Content,5,1
1452,7395,2024-11-03,Content,2,1
1453,6343,2024-09-17,Content,2,1
1454,1701,2025-06-13,Account,6,1
1455,6817,2025-04-22,Billing,1,0
1456,1928,2025-04-09,Technical,2,1
1457,172,2025-06-12,Technical,3,1
1458,1301,2025-06-20,Billing,11,1
1459,6331,2025-06-28,Content,20,1
1460,9829,2025-05-03,Content,3,1
1461,614,2024-09-12,Technical,1,1
1462,3432,2025-08-11,Content,3,0
1463,7437,2025-04-13,Account,7,0
1464,769,2024-10-14,Billing,6,1
1465,6020,2025-01-31,Account,5,1
1466,3398,2025-03-25,Billing,6,1
1467,2728,2024-10-03,Technical,14,0
1468,646,2025-04-05,Technical,3,1
1469,8121,2024-12-03,Technical,3,1
1470,7055,2025-07-10,Billing,7,1
1471,3268,2025-02-09,Billing,12,0
1472,7282,2025-07-22,Technical,5,0
1473,1855,2024-09-25,Account,2,1
1474,9008,2025-07-10,Content,5,1
1475,3286,2025-07-03,Billing,2,1
1476,2331,2025-07-06,Billing,5,1
1477,2188,2024-09-29,Technical,18,0
1478,2884,2025-08-20,Content,5,0
1479,5723,2025-02-11,Billing,5,1
1480,7275,2025-07-04,Account,3,1
1481,1864,2024-09-04,Billing,2,1
1482,8775,2025-01-03,Account,2,1
1483,9011,2024-10-04,Technical,16,0
1484,9008,2024-09-11,Account,5,1
1485,3821,2024-11-29,Account,7,1
1486,1925,2025-02-23,Content,6,1
1487,2823,2025-06-05,Account,1,1
1488,67,2025-06-19,Account,7,1
1489,1566,2025-01-17,Content,5,0
1490,9556,2025-03-12,Technical,4,1
1491,3753,2024-12-11,Content,13,0
1492,76,2025-07-21,Content,5,0
1493,7851,2024-11-04,Technical,3,1
1494,9186,2025-05-16,Content,5,1
1495,9461,2025-03-12,Billing,1,1
1496,2897,2024-11-15,Content,6,1
1497,9495,2025-01-29,Technical,13,1
1498,1547,2025-05-20,Account,1,1
1499,2356,2025-05-24,Billing,5,1
1500,8655,2024-12-08,Account,7,1
1501,5763,2024-10-15,Technical,4,1
1502,3865,2025-07-25,Account,5,1
1503,5549,2025-08-16,Technical,1,1
1504,6721,2024-12-07,Technical,1,1
1505,3557,2024-10-08,Technical,7,0
1506,8805,2025-06-04,Content,4,1
1507,3479,2025-08-11,Technical,3,1
1508,3340,2025-05-01,Content,1,1
1509,2777,2024-10-04,Billing,16,0
1510,67,2024-09-06,Content,2,1
1511,3472,2024-09-21,Content,6,1
1512,1154,2024-11-14,Content,2,1
1513,6456,2025-01-01,Account,1,1
1514,6335,2025-05-14,Billing,9,0
1515,1749,2024-08-31,Technical,1,1
1516,5889,2025-04-29,Account,1,1
1517,6351,2024-09-07,Content,11,0
1518,5729,2024-09-02,Content,9,1
1519,8773,2025-04-08,Technical,1,1
1520,5338,2024-12-28,Content,7,1
1521,6442,2025-05-11,Billing,7,1
1522,7955,2025-05-06,Account,7,0
1523,7286,2025-03-08,Technical,3,1
1524,8252,2025-02-02,Technical,1,1
1525,4005,2025-01-14,Technical,3,1
1526,7875,2025-07-12,Billing,7,1
1527,2694,2024-09-29,Account,8,1
1528,8577,2024-11-19,Content,4,1
1529,3004,2024-10-20,Content,2,1
1530,4440,2025-02-16,Billing,6,1
1531,9086,2025-02-21,Technical,15,1
1532,3193,2025-01-12,Content,9,1
1533,2934,2025-05-21,Technical,3,1
1534,4716,2025-03-12,Billing,3,1
1535,1684,2024-12-24,Content,3,0
1536,4279,2025-06-09,Technical,6,1
1537,6726,2024-09-14,Technical,5,0
1538,7269,2024-12-16,Content,5,1
1539,8487,2025-02-02,Billing,3,1
1540,334,2024-10-25,Technical,3,1
1541,7240,2024-09-02,Technical,4,1
1542,3382,2025-01-17,Content,20,1
1543,4057,2024-11-28,Account,7,1
1544,8439,2025-06-24,Billing,7,1
1545,7145,2025-05-06,Billing,3,1
1546,7438,2025-04-10,Technical,1,1
1547,4192,2025-04-01,Account,4,1
1548,7747,2025-06-18,Technical,2,1
1549,7846,2025-06-09,Technical,3,1
1550,6717,2025-04-16,Technical,8,1
1551,635,2025-03-23,Billing,1,1
1552,2620,2024-09-13,Account,1,0
1553,4815,2025-07-06,Content,1,1
1554,5270,2025-02-12,Account,2,1
1555,1972,2025-01-06,Technical,7,1
1556,5495,2024-11-20,Billing,7,1
1557,3736,2025-06-20,Technical,6,1
1558,619,2024-09-24,Account,3,1
1559,7782,2024-12-03,Content,12,1
1560,4862,2025-05-30,Account,4,1
1561,6518,2025-02-01,Billing,1,1
1562,2848,2025-02-05,Billing,6,0
1563,8006,2024-09-09,Account,16,1
1564,9848,2025-02-06,Content,16,0
1565,2633,2025-04-10,Technical,4,1
1566,9686,2025-01-16,Billing,5,1
1567,3317,2024-11-24,Account,19,0
1568,5392,2024-10-21,Content,5,1
1569,4923,2024-11-22,Account,3,1
1570,979,2025-01-16,Content,3,0
1571,7949,2025-01-28,Billing,1,1
1572,7626,2024-10-18,Billing,2,1
1573,1890,2025-03-20,Billing,7,1
1574,790,2025-01-03,Technical,8,1
1575,4217,2024-12-30,Technical,15,1
1576,3252,2024-10-25,Billing,5,1
1577,3888,2025-05-18,Content,4,1
1578,4588,2025-08-11,Technical,6,1
1579,3979,2024-12-20,Account,1,1
1580,322,2025-06-13,Technical,2,0
1581,7931,2024-09-24,Account,7,1
1582,7744,2025-07-16,Content,4,1
1583,4730,2024-10-25,Account,5,1
1584,1979,2025-05-30,Technical,2,1
1585,889,2025-03-26,Account,2,1
1586,6642,2025-06-26,Technical,7,1
1587,4408,2024-12-26,Technical,5,1
1588,5243,2025-02-03,Billing,2,1
1589,7826,2025-06-06,Content,3,1
1590,2131,2025-03-29,Technical,3,1
1591,1139,2024-09-05,Billing,18,1
1592,8330,2025-08-06,Account,17,1
1593,516,2025-01-23,Technical,1,1
1594,123,2025-03-01,Technical,1,1
1595,1354,2025-03-01,Billing,1,1
1596,2809,2025-07-04,Billing,5,1
1597,1524,2025-02-16,Billing,4,1
1598,7330,2025-07-12,Account,5,1
1599,7882,2025-02-07,Content,4,1
1600,7213,2025-04-16,Account,14,1
1601,8507,2024-08-22,Account,2,1
1602,6467,2025-01-24,Billing,16,1
1603,3872,2025-02-09,Billing,18,1
1604,3939,2025-06-29,Account,6,1
1605,8003,2024-12-01,Billing,4,1
1606,4962,2025-01-03,Billing,2,1
1607,1002,2025-07-22,Account,10,1
1608,1799,2025-03-09,Billing,4,1
1609,8244,2024-09-08,Technical,4,1
1610,7116,2024-12-02,Content,2,1
1611,9868,2024-11-27,Content,7,0
1612,6321,2025-07-13,Technical,5,1
1613,9190,2025-04-01,Billing,2,1
1614,758,2024-09-15,Account,15,0
1615,586,2024-11-08,Billing,6,1
1616,8476,2024-11-08,Content,9,1
1617,2412,2025-04-19,Content,20,1
1618,7916,2025-03-16,Billing,4,0
1619,7187,2025-05-11,Content,7,1
1620,4977,2025-04-11,Account,7,1
1621,4878,2024-09-25,Technical,20,1
1622,1486,2025-04-18,Technical,5,1
1623,8838,2025-08-16,Technical,2,1
1624,9008,2024-09-11,Account,3,1
1625,6326,2024-08-22,Technical,6,1
1626,3661,2025-07-22,Technical,7,1
1627,2707,2025-05-22,Account,3,1
1628,128,2024-08-21,Billing,6,1
1629,5784,2024-10-01,Technical,2,0
1630,5058,2025-03-30,Account,2,1
1631,5679,2025-08-15,Account,7,0
1632,5889,2025-01-15,Billing,6,1
1633,7373,2025-06-09,Technical,18,1
1634,2382,2025-08-09,Account,1,1
1635,3086,2025-07-15,Content,2,1
1636,2984,2025-03-23,Account,8,1
1637,9792,2025-02-21,Technical,8,1
1638,3562,2025-07-30,Technical,1,1
1639,1234,2025-08-07,Technical,3,1
1640,9525,2025-03-23,Technical,8,0
1641,4906,2024-09-14,Account,3,1
1642,2490,2025-08-11,Technical,5,1
1643,6115,2025-03-14,Technical,8,0
1644,448,2025-01-20,Billing,9,1
1645,7654,2024-10-07,Billing,3,1
1646,9984,2025-05-11,Billing,1,1
1647,854,2025-07-13,Technical,1,0
1648,5201,2025-07-24,Billing,1,1
1649,6396,2025-01-05,Technical,8,1
1650,7923,2024-08-26,Billing,7,1
1651,6873,2025-05-24,Technical,4,0
1652,1839,2025-07-06,Billing,6,1
1653,7475,2024-12-30,Technical,6,1
1654,1932,2025-04-01,Content,2,1
1655,2297,2024-11-05,Billing,5,1
1656,339,2025-01-05,Billing,6,1
1657,3022,2024-09-28,Account,10,1
1658,4260,2025-01-04,Account,3,0
1659,8532,2025-02-19,Content,7,1
1660,902,2024-10-21,Billing,1,0
1661,8980,2025-08-04,Content,3,1
1662,2621,2025-08-01,Content,8,1
1663,7516,2025-01-29,Billing,1,0
1664,9018,2024-11-24,Technical,1,1
1665,1227,2024-09-10,Account,7,0
1666,1819,2025-07-14,Content,3,1
1667,2640,2025-05-21,Technical,5,1
1668,5407,2024-12-29,Content,15,1
1669,2728,2025-03-04,Technical,6,0
1670,1782,2025-07-24,Technical,5,0
1671,9836,2025-03-14,Content,4,1
1672,6163,2025-03-29,Billing,17,1
1673,9827,2025-06-12,Technical,1,1
1674,2534,2025-07-08,Technical,2,1
1675,2233,2025-04-06,Account,3,1
1676,6434,2025-02-07,Content,3,1
1677,8995,2025-07-13,Content,6,1
1678,8959,2025-03-24,Technical,1,1
1679,9100,2024-11-14,Content,5,0
1680,8897,2024-10-21,Account,7,0
1681,2095,2025-04-12,Technical,7,1
1682,7229,2025-08-17,Billing,3,1
1683,6161,2025-06-13,Billing,19,1
1684,9260,2024-11-11,Technical,4,1
1685,3253,2024-10-15,Technical,7,1
1686,2113,2025-06-18,Account,4,1
1687,3403,2025-04-29,Account,1,1
1688,554,2025-03-22,Technical,7,1
1689,4120,2024-08-26,Content,6,1
1690,666,2024-10-19,Content,4,1
1691,4418,2025-08-15,Technical,2,1
1692,3314,2025-06-27,Technical,6,0
1693,6661,2025-02-24,Billing,1,1
1694,3376,2025-01-15,Content,3,1
1695,9969,2024-11-30,Technical,4,0
1696,1819,2025-05-05,Billing,6,1
1697,6608,2025-04-11,Technical,6,1
1698,2680,2024-09-24,Account,7,1
1699,9180,2025-08-04,Account,2,1
1700,5162,2025-02-23,Account,5,0
1701,8186,2024-12-22,Account,7,1
1702,5277,2025-08-03,Content,18,1
1703,6989,2025-02-26,Billing,3,1
1704,5613,2024-11-16,Technical,6,1
1705,8316,2025-05-19,Technical,4,0
1706,7631,2025-04-02,Billing,1,1
1707,1893,2025-06-10,Account,2,0
1708,2372,2025-05-28,Content,3,1
1709,2903,2024-11-28,Account,5,1
1710,817,2024-09-29,Content,1,1
1711,2138,2025-05-15,Technical,9,0
1712,484,2025-07-27,Account,6,1
1713,3587,2025-03-07,Technical,16,1
1714,184,2025-08-15,Technical,3,1
1715,5407,2025-06-12,Account,14,1
1716,4407,2025-07-14,Account,1,1
1717,7704,2024-11-04,Account,2,1
1718,8218,2025-05-25,Technical,19,1
1719,3231,2025-07-12,Technical,1,1
1720,5015,2025-07-13,Content,1,1
1721,9420,2025-06-18,Content,7,1
1722,3644,2024-12-04,Account,6,1
1723,7617,2024-10-17,Account,10,0
1724,8793,2025-08-19,Billing,6,1
1725,6673,2025-06-27,Billing,5,0
1726,47,2025-08-18,Account,1,1
1727,4492,2025-08-04,Billing,5,1
1728,5861,2025-03-16,Technical,5,1
1729,1219,2024-08-26,Billing,11,0
1730,9380,2025-06-01,Account,1,1
1731,1844,2025-03-09,Content,11,0
1732,9614,2024-09-23,Billing,6,1
1733,1018,2025-05-24,Billing,6,1
1734,9431,2024-11-12,Account,4,1
1735,6825,2025-08-07,Account,19,0
1736,8369,2024-09-13,Technical,6,1
1737,2198,2024-09-07,Content,6,1
1738,5882,2025-02-08,Content,14,1
1739,8329,2025-01-04,Account,19,1
1740,4407,2025-08-18,Account,7,1
1741,1465,2025-02-05,Billing,7,1
1742,3151,2024-09-28,Content,4,0
1743,4591,2024-12-01,Technical,3,1
1744,4456,2025-06-02,Technical,4,1
1745,4496,2024-10-15,Technical,3,1
1746,6605,2025-03-15,Technical,5,1
1747,7336,2025-03-19,Billing,4,1
1748,2133,2024-10-20,Billing,11,1
1749,8342,2024-10-04,Technical,2,1
1750,5551,2025-07-23,Content,4,1
1751,5418,2025-02-12,Account,4,1
1752,1798,2024-09-16,Content,14,1
1753,6474,2025-05-05,Technical,6,0
1754,6314,2024-09-05,Account,2,1
1755,7216,2025-06-27,Technical,4,1
1756,6916,2025-03-29,Account,12,0
1757,6080,2024-12-22,Account,17,1
1758,2433,2024-10-12,Billing,2,1
1759,6148,2025-02-17,Content,3,1
1760,6005,2024-12-14,Billing,2,1
1761,6418,2025-05-01,Billing,5,1
1762,650,2025-07-09,Technical,6,1
1763,4280,2025-05-17,Billing,5,1
1764,1039,2025-01-02,Account,1,0
1765,6605,2024-09-02,Billing,2,0
1766,5122,2024-09-07,Billing,1,1
1767,1826,2025-03-15,Billing,7,1
1768,8172,2025-03-23,Content,6,1
1769,349,2025-08-18,Account,5,1
1770,9351,2025-03-07,Billing,2,1
1771,7981,2025-04-26,Technical,7,1
1772,4105,2025-03-16,Billing,3,1
1773,238,2024-11-27,Technical,13,1
1774,6316,2025-01-19,Billing,6,1
1775,8943,2025-03-01,Billing,20,1
1776,595,2024-12-21,Technical,8,1
1777,1027,2025-03-03,Technical,18,0
1778,6963,2024-09-30,Content,4,1
1779,8232,2025-07-28,Technical,2,1
1780,7210,2025-02-12,Content,2,1
1781,6118,2025-06-10,Billing,6,1
1782,6624,2025-01-04,Account,2,1
1783,4038,2025-08-18,Billing,6,1
1784,2661,2024-11-02,Account,2,0
1785,4148,2024-11-24,Content,7,1
1786,7394,2024-11-03,Account,2,1
1787,1720,2024-09-05,Billing,7,1
1788,7303,2024-08-26,Content,6,1
1789,1605,2024-11-20,Technical,4,1
1790,7024,2024-10-03,Account,2,1
1791,6395,2025-05-18,Content,3,1
1792,8721,2025-02-23,Technical,20,0
1793,3037,2025-03-17,Billing,5,1
1794,7196,2025-08-18,Account,8,1
1795,584,2024-10-21,Technical,15,1
1796,4981,2024-10-10,Content,5,1
1797,4044,2025-02-21,Account,5,1
1798,4921,2025-07-12,Content,2,1
1799,182,2025-06-23,Account,3,1
1800,262,2025-05-20,Account,4,1
1801,9339,2025-03-01,Technical,1,0
1802,3372,2025-05-01,Billing,6,1
1803,6212,2025-07-18,Technical,5,1
1804,1221,2024-09-12,Account,15,1
1805,6650,2024-10-12,Billing,6,1
1806,3460,2024-12-18,Content,5,1
1807,9978,2025-04-08,Technical,3,1
1808,6739,2025-01-13,Billing,7,1
1809,1989,2024-12-29,Content,8,1
1810,7431,2024-11-12,Account,6,1
1811,7784,2025-07-12,Account,6,0
1812,165,2025-02-15,Billing,3,1
1813,4365,2025-07-18,Technical,5,0
1814,2579,2025-03-04,Technical,1,1
1815,1136,2025-05-21,Technical,3,0
1816,2212,2024-12-22,Content,5,1
1817,8332,2025-07-11,Content,4,1
1818,9246,2025-02-06,Account,7,1
1819,5694,2024-12-16,Technical,15,1
1820,7817,2025-07-03,Technical,7,1
1821,3826,2024-09-15,Billing,5,1
1822,4755,2024-10-24,Content,6,1
1823,9002,2024-10-29,Account,5,1
1824,686,2025-04-30,Technical,4,1
1825,4733,2025-01-08,Account,20,0
1826,5972,2025-03-28,Account,1,1
1827,8836,2025-01-08,Account,2,1
1828,7658,2025-05-27,Account,5,1
1829,3173,2025-06-30,Account,9,0
1830,7685,2025-05-18,Content,1,1
1831,5608,2025-04-26,Content,1,1
1832,499,2025-06-20,Content,9,0
1833,7138,2024-10-20,Billing,2,1
1834,4899,2025-06-02,Billing,3,1
1835,1194,2025-05-19,Account,2,1
1836,7010,2025-02-26,Billing,5,1
1837,1726,2024-09-12,Content,3,1
1838,6990,2024-12-15,Technical,1,1
1839,4776,2025-06-14,Content,2,1
1840,10000,2025-01-04,Billing,1,1
1841,8318,2025-01-13,Content,4,1
1842,4204,2024-10-04,Technical,13,0
1843,3076,2024-09-27,Technical,3,1
1844,1137,2024-10-16,Technical,12,1
1845,1569,2024-12-26,Technical,7,1
1846,7975,2025-06-09,Billing,4,1
1847,3464,2025-01-31,Content,7,0
1848,7702,2025-07-13,Account,8,1
1849,5172,2025-05-16,Content,13,1
1850,3447,2024-10-24,Billing,6,1
1851,7389,2025-08-19,Billing,6,0
1852,5503,2025-03-10,Technical,5,1
1853,3146,2025-06-14,Billing,3,1
1854,5449,2025-08-11,Billing,3,1
1855,6780,2025-01-21,Technical,1,1
1856,4719,2025-01-16,Content,1,1
1857,8141,2025-07-12,Billing,2,1
1858,8714,2025-03-08,Technical,6,1
1859,5415,2025-06-27,Content,7,1
1860,9796,2024-11-18,Content,10,0
1861,3730,2024-10-08,Technical,5,1
1862,2551,2025-02-17,Technical,7,1
1863,629,2025-02-09,Billing,1,1
1864,9881,2025-03-30,Account,19,1
1865,3277,2024-09-25,Content,7,1
1866,9588,2025-01-28,Technical,15,0
1867,4073,2025-03-29,Technical,5,0
1868,228,2024-09-17,Technical,7,1
1869,3279,2024-11-21,Billing,5,0
1870,7366,2025-07-31,Technical,3,1
1871,3676,2025-06-12,Account,6,1
1872,924,2024-12-31,Content,17,0
1873,2084,2024-12-04,Billing,20,1
1874,1261,2025-05-03,Technical,2,1
1875,9486,2025-06-07,Technical,20,1
1876,8735,2025-03-06,Technical,6,1
1877,6466,2024-11-15,Technical,5,1
1878,8486,2025-03-12,Account,7,1
1879,7752,2025-05-27,Billing,6,1
1880,4319,2025-05-27,Account,6,1
1881,1507,2024-09-27,Technical,4,1
1882,6311,2025-07-23,Content,1,1
1883,9327,2025-05-26,Technical,6,1
1884,7848,2025-04-11,Technical,9,0
1885,3006,2025-05-08,Account,3,1
1886,5987,2025-01-11,Account,6,0
1887,9387,2025-04-24,Billing,1,1
1888,2851,2025-08-15,Technical,4,1
1889,7310,2024-10-12,Content,4,0
1890,2050,2025-06-24,Billing,4,1
1891,2240,2025-06-26,Billing,12,0
1892,6744,2025-04-16,Technical,6,1
1893,121,2025-02-21,Account,6,1
1894,4047,2025-02-16,Technical,17,0
1895,509,2024-12-16,Content,3,1
1896,2026,2025-06-18,Billing,3,1
1897,7079,2024-11-01,Technical,5,1
1898,28,2024-11-06,Content,4,0
1899,5072,2025-03-09,Billing,7,1
1900,5438,2024-09-22,Technical,4,1
1901,4160,2025-03-21,Billing,3,1
1902,8402,2025-05-15,Content,1,1
1903,8959,2024-12-09,Content,2,1
1904,6879,2025-05-21,Content,2,1
1905,8119,2024-11-30,Billing,2,1
1906,5903,2025-03-12,Billing,3,1
1907,982,2024-09-29,Content,4,1
1908,2551,2025-01-12,Technical,5,1
1909,3227,2025-06-22,Technical,1,1
1910,6761,2025-02-20,Account,14,1
1911,3105,2025-01-20,Content,7,1
1912,5264,2025-05-12,Billing,4,1
1913,8798,2025-01-25,Account,7,1
1914,3397,2025-07-10,Account,1,1
1915,6297,2024-10-23,Technical,7,0
1916,8306,2024-10-23,Account,7,1
1917,3949,2025-04-14,Technical,15,1
1918,5745,2025-01-02,Billing,1,1
1919,1618,2025-02-16,Account,2,1
1920,681,2025-07-14,Billing,6,1
1921,6256,2024-12-04,Content,6,1
1922,9477,2025-01-08,Account,1,1
1923,9568,2025-03-18,Account,13,1
1924,1530,2024-11-07,Account,5,1
1925,544,2025-01-13,Technical,9,1
1926,6199,2025-06-10,Account,1,1
1927,6098,2024-10-21,Technical,5,1
1928,5080,2024-11-18,Billing,13,1
1929,9896,2025-05-24,Billing,6,1
1930,1961,2024-12-16,Billing,9,1
1931,2635,2024-10-22,Content,3,1
1932,3919,2025-07-02,Content,5,0
1933,4161,2025-07-08,Content,1,0
1934,8306,2025-06-10,Billing,3,1
1935,2351,2024-09-27,Content,7,1
1936,2333,2025-08-18,Content,7,0
1937,1667,2024-10-18,Technical,10,0
1938,9216,2024-11-24,Content,6,1
1939,5547,2024-12-03,Content,20,1
1940,9206,2024-10-06,Technical,1,1
1941,8234,2025-04-05,Content,1,1
1942,8769,2024-12-17,Content,18,1
1943,8253,2024-12-05,Billing,1,1
1944,3116,2025-06-11,Account,7,1
1945,3107,2025-03-26,Content,2,1
1946,8871,2025-05-12,Account,8,1
1947,7424,2025-04-06,Billing,5,1
1948,3697,2025-03-13,Content,4,1
1949,3207,2025-06-29,Content,7,1
1950,145,2025-07-24,Technical,5,1
1951,2772,2024-10-04,Technical,7,1
1952,2219,2024-10-03,Technical,6,1
1953,1769,2025-03-22,Technical,3,1
1954,9232,2025-03-04,Billing,5,0
1955,6078,2025-05-07,Technical,19,1
1956,2665,2025-06-13,Account,5,1
1957,2916,2024-09-10,Billing,4,0
1958,4405,2025-03-16,Billing,20,0
1959,3641,2024-09-08,Technical,5,1
1960,4672,2025-06-19,Content,15,1
1961,2539,2024-12-09,Content,4,0
1962,8011,2025-08-04,Account,7,1
1963,5718,2024-11-06,Account,4,1
1964,4192,2025-02-15,Account,4,1
1965,1835,2025-05-11,Account,16,1
1966,1180,2025-07-31,Content,1,1
1967,4131,2025-04-12,Account,2,0
1968,6718,2025-06-23,Technical,11,1
1969,4289,2025-07-13,Account,2,1
1970,538,2024-10-05,Technical,7,1
1971,3923,2024-10-15,Account,7,1
1972,7103,2025-03-08,Account,10,1
1973,4264,2025-05-27,Billing,4,1
1974,2470,2025-05-12,Billing,17,1
1975,8651,2025-07-19,Technical,5,1
1976,2109,2025-06-20,Billing,7,1
1977,2947,2024-10-31,Account,5,1
1978,3043,2025-04-29,Account,1,1
1979,7316,2024-09-26,Billing,14,1
1980,1048,2025-03-16,Account,5,1
1981,8029,2024-11-30,Billing,13,0
1982,13,2024-12-17,Technical,1,1
1983,6738,2024-11-17,Billing,4,0
1984,8047,2025-07-29,Technical,5,1
1985,6480,2025-03-26,Billing,6,1
1986,4630,2025-06-22,Content,6,1
1987,5159,2024-09-04,Account,15,1
1988,7093,2025-02-14,Technical,3,1
1989,1972,2025-04-11,Technical,1,1
1990,8822,2025-02-07,Content,1,0
1991,940,2025-03-07,Billing,2,1
1992,2426,2025-07-09,Content,1,1
1993,5167,2024-10-27,Technical,3,1
1994,9673,2024-10-21,Technical,7,1
1995,3609,2024-11-27,Account,4,0
1996,8893,2025-04-12,Technical,5,1
1997,4166,2025-05-10,Technical,7,0
1998,8897,2025-04-10,Billing,3,1
1999,4269,2024-09-10,Account,5,1
2000,2804,2025-01-25,Technical,2,1
2001,1659,2025-06-21,Account,6,1
2002,9142,2024-08-31,Billing,4,1
2003,8675,2024-09-25,Technical,20,1
2004,5613,2025-03-22,Billing,7,1
2005,4725,2024-10-25,Content,3,1
2006,3192,2024-09-14,Account,3,1
2007,2060,2025-06-20,Billing,14,1
2008,7730,2024-10-11,Billing,4,1
2009,2308,2025-06-14,Content,6,0
2010,4129,2025-06-30,Content,9,1
2011,7083,2024-09-04,Billing,5,1
2012,3183,2025-08-11,Billing,2,1
2013,4203,2024-10-10,Technical,9,0
2014,5619,2025-03-22,Account,1,1
2015,2139,2024-09-20,Content,1,1
2016,4291,2025-05-22,Technical,7,1
2017,7029,2025-03-02,Account,4,1
2018,8067,2024-12-09,Billing,3,1
2019,6829,2025-07-16,Technical,4,1
2020,5502,2025-01-24,Billing,5,1
2021,3884,2025-03-02,Billing,3,1
2022,5718,2025-02-13,Billing,4,1
2023,5823,2025-03-12,Billing,7,1
2024,2330,2024-08-24,Billing,6,1
2025,5665,2025-03-15,Billing,4,1
2026,4061,2025-07-28,Content,7,1
2027,970,2024-09-02,Billing,12,0
2028,6643,2025-03-28,Technical,3,1
2029,5675,2024-09-04,Account,1,1
2030,8068,2024-11-08,Account,17,0
2031,3316,2025-03-17,Account,7,1
2032,5551,2025-03-30,Account,4,1
2033,7865,2024-10-01,Billing,5,0
2034,9750,2025-08-06,Account,4,1
2035,8628,2024-08-24,Content,5,0
2036,9373,2025-04-04,Content,5,1
2037,9479,2024-09-27,Content,5,1
2038,3179,2025-07-18,Account,3,1
2039,825,2025-08-16,Content,7,1
2040,964,2024-10-02,Billing,1,1
2041,6026,2025-01-04,Billing,19,1
2042,2533,2025-07-07,Account,3,1
2043,7263,2025-04-14,Billing,4,1
2044,1191,2024-09-14,Content,7,1
2045,3662,2024-09-10,Account,5,1
2046,3645,2025-05-31,Billing,4,1
2047,651,2025-04-22,Billing,3,1
2048,2925,2024-12-13,Billing,12,1
2049,2622,2025-06-09,Account,4,1
2050,9520,2025-02-18,Account,12,1
2051,7342,2025-05-27,Billing,6,1
2052,3147,2025-08-19,Account,18,1
2053,7264,2024-09-21,Billing,4,1
2054,6356,2024-11-16,Billing,3,1
2055,932,2025-05-01,Billing,6,1
2056,1094,2025-02-02,Technical,5,1
2057,3485,2025-03-26,Content,16,0
2058,3445,2025-04-18,Content,19,0
2059,95,2024-11-13,Account,6,1
2060,1859,2024-11-03,Billing,2,1
2061,8978,2025-01-15,Billing,7,1
2062,5399,2025-06-26,Content,1,0
2063,1338,2024-09-19,Content,7,1
2064,9704,2025-05-08,Billing,7,1
2065,4399,2025-06-10,Billing,4,1
2066,4311,2024-11-03,Billing,3,1
2067,1297,2025-04-08,Technical,5,1
2068,877,2024-08-26,Billing,2,1
2069,7962,2025-05-04,Billing,6,1
2070,3231,2025-06-18,Content,1,1
2071,9389,2025-06-08,Technical,9,1
2072,5663,2025-05-24,Account,3,1
2073,5347,2025-04-22,Content,11,0
2074,5189,2024-12-26,Technical,7,1
2075,989,2025-06-13,Technical,2,1
2076,7796,2024-11-06,Account,4,1
2077,4783,2025-02-02,Content,6,1
2078,7872,2024-09-10,Technical,7,1
2079,516,2024-09-04,Content,3,1
2080,244,2024-11-29,Account,3,1
2081,6667,2025-04-30,Account,19,1
2082,917,2025-05-21,Technical,5,1
2083,9121,2025-08-17,Billing,20,1
2084,5516,2025-02-09,Technical,3,1
2085,6863,2024-12-31,Content,1,1
2086,7281,2025-02-13,Content,15,1
2087,9228,2024-09-30,Technical,13,0
2088,8561,2024-12-23,Account,5,1
2089,8259,2024-09-26,Billing,9,1
2090,4839,2025-08-01,Billing,2,1
2091,1556,2025-07-15,Account,5,1
2092,1711,2025-07-07,Account,4,1
2093,4454,2025-07-02,Account,1,1
2094,6360,2025-07-26,Content,3,0
2095,7859,2025-02-25,Content,7,1
2096,7679,2024-12-20,Technical,3,1
2097,1768,2025-04-30,Technical,6,1
